monster1,monster2,m1_win_pct,m2_win_pct,balance
Giant Bat,"Wererat, Rat Form",38.0,62.0,38.0
Giant Crab,Giant Weasel,62.0,38.0,38.0
Giant Goat,Reef Shark,62.0,38.0,38.0
Giant Goat,Swarm of Beetles,38.0,62.0,38.0
Giant Goat,Swarm of Centipedes,38.0,62.0,38.0
Giant Goat,Swarm of Insects,38.0,62.0,38.0
Giant Goat,Swarm of Spiders,38.0,62.0,38.0
Giant Goat,Swarm of Wasps,38.0,62.0,38.0
Giant Owl,Lizardfolk,62.0,38.0,38.0
Giant Sea Horse,Noble,62.0,38.0,38.0
Giant Shark,Stone Giant,38.0,62.0,38.0
Giant Wasp,Ice Mephit,62.0,38.0,38.0
Giant Wasp,Riding Horse,38.0,62.0,38.0
Glabrezu,Stone Giant,62.0,38.0,38.0
Gladiator,"Werebear, Human Form",62.0,38.0,38.0
Gladiator,Xorn,38.0,62.0,38.0
Green Hag,Killer Whale,38.0,62.0,38.0
Grick,Tiger,38.0,62.0,38.0
Guardian Naga,Night Hag,38.0,62.0,38.0
Gynosphinx,Young Black Dragon,62.0,38.0,38.0
Hobgoblin,Shadow,38.0,62.0,38.0
Hyena,Mastiff,38.0,62.0,38.0
Knight,Owlbear,62.0,38.0,38.0
Lizardfolk,Spy,38.0,62.0,38.0
Lizardfolk,"Wererat, Hybrid Form",38.0,62.0,38.0
Lizardfolk,"Wererat, Rat Form",38.0,62.0,38.0
Magma Mephit,Wolf,38.0,62.0,38.0
Manticore,Silver Dragon Wyrmling,38.0,62.0,38.0
Merrow,Swarm of Quippers,62.0,38.0,38.0
Mule,Pseudodragon,62.0,38.0,38.0
Owlbear,Vampire Spawn,62.0,38.0,38.0
Panther,Riding Horse,38.0,62.0,38.0
Riding Horse,Scout,62.0,38.0,38.0
Silver Dragon Wyrmling,Vampire Spawn,38.0,62.0,38.0
Specter,Swarm of Beetles,62.0,38.0,38.0
Specter,Swarm of Centipedes,62.0,38.0,38.0
Specter,Swarm of Insects,62.0,38.0,38.0
Specter,Swarm of Spiders,62.0,38.0,38.0
Specter,Swarm of Wasps,62.0,38.0,38.0
Thug,"Wererat, Hybrid Form",62.0,38.0,38.0
Thug,"Wererat, Rat Form",62.0,38.0,38.0
Vrock,Wraith,38.0,62.0,38.0
Adult Blue Dragon,Fire Giant,62.5,37.5,37.5
Ankheg,Dire Wolf,62.5,37.5,37.5
Ankheg,Gelatinous Cube,37.5,62.5,37.5
Ankheg,Green Dragon Wyrmling,62.5,37.5,37.5
Awakened Tree,Knight,62.5,37.5,37.5
Basilisk,Sea Hag,37.5,62.5,37.5
Bearded Devil,Giant Hyena,37.5,62.5,37.5
Bearded Devil,Merrow,37.5,62.5,37.5
Berserker,Sea Hag,62.5,37.5,37.5
Blink Dog,Priest,62.5,37.5,37.5
Blink Dog,Riding Horse,62.5,37.5,37.5
Blood Hawk,Violet Fungus,37.5,62.5,37.5
Bone Devil,Night Hag,62.5,37.5,37.5
Chimera,Gladiator,62.5,37.5,37.5
Cult Fanatic,Giant Poisonous Snake,62.5,37.5,37.5
Death Dog,Giant Eagle,62.5,37.5,37.5
Deep Gnome (Svirfneblin),Draft Horse,37.5,62.5,37.5
Deer,Octopus,62.5,37.5,37.5
Doppelganger,Merrow,62.5,37.5,37.5
Drow,Giant Owl,37.5,62.5,37.5
Drow,Swarm of Rats,37.5,62.5,37.5
Gargoyle,Swarm of Quippers,37.5,62.5,37.5
Ghost,"Wereboar, Human Form",62.5,37.5,37.5
Giant Bat,Giant Lizard,62.5,37.5,37.5
Giant Elk,Half-Red Dragon Veteran,37.5,62.5,37.5
Giant Elk,Mummy,62.5,37.5,37.5
Giant Frog,Ice Mephit,62.5,37.5,37.5
Giant Poisonous Snake,Shadow,37.5,62.5,37.5
Giant Rat,Violet Fungus,37.5,62.5,37.5
Giant Rat (Diseased),Violet Fungus,37.5,62.5,37.5
Gnoll,Hippogriff,37.5,62.5,37.5
Goblin,Panther,37.5,62.5,37.5
Gorgon,Young Blue Dragon,37.5,62.5,37.5
Gynosphinx,Young White Dragon,62.5,37.5,37.5
Hippogriff,Spy,62.5,37.5,37.5
Killer Whale,Shambling Mound,37.5,62.5,37.5
Medusa,Rhinoceros,62.5,37.5,37.5
Medusa,"Weretiger, Human Form",37.5,62.5,37.5
Ogre,Silver Dragon Wyrmling,62.5,37.5,37.5
Pegasus,"Wereboar, Human Form",62.5,37.5,37.5
Phase Spider,Wight,37.5,62.5,37.5
Rakshasa,"Werebear, Human Form",62.5,37.5,37.5
Reef Shark,"Wererat, Human Form",37.5,62.5,37.5
Saber-Toothed Tiger,"Wereboar, Human Form",37.5,62.5,37.5
Spirit Naga,Troll,37.5,62.5,37.5
Warhorse Skeleton,Worg,62.5,37.5,37.5
"Werebear, Human Form",Wraith,37.5,62.5,37.5
"Weretiger, Hybrid Form",Winter Wolf,62.5,37.5,37.5
"Weretiger, Tiger Form",Winter Wolf,62.5,37.5,37.5
Young Black Dragon,Young White Dragon,62.5,37.5,37.5
Aboleth,Young Copper Dragon,63.0,37.0,37.0
Adult Copper Dragon,Androsphinx,37.0,63.0,37.0
Air Elemental,"Werebear, Bear Form",37.0,63.0,37.0
Air Elemental,"Werebear, Hybrid Form",37.0,63.0,37.0
Ancient Brass Dragon,Kraken,63.0,37.0,37.0
Ancient White Dragon,Solar,63.0,37.0,37.0
Androsphinx,Behir,63.0,37.0,37.0
Archmage,Centaur,63.0,37.0,37.0
Awakened Tree,Fire Elemental,37.0,63.0,37.0
Awakened Tree,Flesh Golem,37.0,63.0,37.0
Axe Beak,Flying Sword,37.0,63.0,37.0
Axe Beak,Orc,37.0,63.0,37.0
Azer,Hell Hound,37.0,63.0,37.0
Bandit Captain,Doppelganger,63.0,37.0,37.0
Black Bear,Giant Sea Horse,63.0,37.0,37.0
Bronze Dragon Wyrmling,Giant Scorpion,63.0,37.0,37.0
Bugbear,White Dragon Wyrmling,63.0,37.0,37.0
Bulette,Marilith,37.0,63.0,37.0
Chuul,Green Hag,37.0,63.0,37.0
Chuul,Lamia,63.0,37.0,37.0
Crocodile,Reef Shark,63.0,37.0,37.0
Cult Fanatic,Gnoll,37.0,63.0,37.0
Death Dog,Phase Spider,37.0,63.0,37.0
Dire Wolf,Ghast,63.0,37.0,37.0
Dire Wolf,Griffon,37.0,63.0,37.0
Draft Horse,Duergar,37.0,63.0,37.0
Drow,Elk,63.0,37.0,37.0
Drow,Shadow,37.0,63.0,37.0
Drow,Wolf,63.0,37.0,37.0
Dryad,Goblin,37.0,63.0,37.0
Eagle,Hyena,63.0,37.0,37.0
Eagle,Stirge,63.0,37.0,37.0
Elephant,Green Hag,63.0,37.0,37.0
Ettercap,Giant Toad,63.0,37.0,37.0
Flesh Golem,Plesiosaurus,63.0,37.0,37.0
Gargoyle,Tiger,63.0,37.0,37.0
Giant Bat,Swarm of Beetles,37.0,63.0,37.0
Giant Bat,Swarm of Centipedes,37.0,63.0,37.0
Giant Bat,Swarm of Insects,37.0,63.0,37.0
Giant Bat,Swarm of Rats,63.0,37.0,37.0
Giant Bat,Swarm of Spiders,37.0,63.0,37.0
Giant Bat,Swarm of Wasps,37.0,63.0,37.0
Giant Crab,Hobgoblin,37.0,63.0,37.0
Giant Crocodile,Hill Giant,63.0,37.0,37.0
Giant Elk,Succubus/Incubus,63.0,37.0,37.0
Giant Fire Beetle,Hyena,37.0,63.0,37.0
Giant Hyena,Mummy,37.0,63.0,37.0
Giant Lizard,Swarm of Bats,63.0,37.0,37.0
Giant Octopus,Veteran,37.0,63.0,37.0
Giant Poisonous Snake,Hobgoblin,63.0,37.0,37.0
Giant Sea Horse,Magma Mephit,63.0,37.0,37.0
Giant Spider,Specter,63.0,37.0,37.0
Giant Spider,Wight,37.0,63.0,37.0
Gnoll,Hobgoblin,63.0,37.0,37.0
Gray Ooze,Noble,63.0,37.0,37.0
Green Dragon Wyrmling,Polar Bear,37.0,63.0,37.0
Grimlock,Imp,63.0,37.0,37.0
Grimlock,Noble,63.0,37.0,37.0
Hippogriff,Shadow,63.0,37.0,37.0
Hyena,Kobold,37.0,63.0,37.0
Ice Mephit,Wolf,37.0,63.0,37.0
Lizardfolk,Swarm of Beetles,37.0,63.0,37.0
Lizardfolk,Swarm of Centipedes,37.0,63.0,37.0
Lizardfolk,Swarm of Insects,37.0,63.0,37.0
Lizardfolk,Swarm of Rats,63.0,37.0,37.0
Lizardfolk,Swarm of Spiders,37.0,63.0,37.0
Lizardfolk,Swarm of Wasps,37.0,63.0,37.0
Minotaur,Wyvern,63.0,37.0,37.0
Minotaur Skeleton,"Werebear, Human Form",37.0,63.0,37.0
Orc,"Wererat, Hybrid Form",63.0,37.0,37.0
Orc,"Wererat, Rat Form",63.0,37.0,37.0
Rhinoceros,"Wereboar, Human Form",63.0,37.0,37.0
Scorpion,Spider,63.0,37.0,37.0
Silver Dragon Wyrmling,Unicorn,37.0,63.0,37.0
Specter,Warhorse,63.0,37.0,37.0
Acolyte,Homunculus,63.5,36.5,36.5
Adult Black Dragon,Behir,63.5,36.5,36.5
Air Elemental,"Vampire, Vampire Form",36.5,63.5,36.5
Animated Armor,Bearded Devil,36.5,63.5,36.5
Animated Armor,Will-o'-Wisp,36.5,63.5,36.5
Ankheg,Succubus/Incubus,36.5,63.5,36.5
Ape,Giant Vulture,63.5,36.5,36.5
Archmage,Giant Hyena,63.5,36.5,36.5
Awakened Shrub,Giant Fire Beetle,63.5,36.5,36.5
Awakened Tree,Ogre Zombie,63.5,36.5,36.5
Axe Beak,Darkmantle,36.5,63.5,36.5
Axe Beak,Giant Poisonous Snake,63.5,36.5,36.5
Axe Beak,"Wererat, Hybrid Form",36.5,63.5,36.5
Axe Beak,"Wererat, Rat Form",36.5,63.5,36.5
Azer,"Werewolf, Hybrid Form",63.5,36.5,36.5
Azer,"Werewolf, Wolf Form",63.5,36.5,36.5
Bat,Eagle,36.5,63.5,36.5
Bat,Octopus,36.5,63.5,36.5
Blink Dog,Giant Owl,36.5,63.5,36.5
Blink Dog,Shadow,36.5,63.5,36.5
Blood Hawk,Boar,36.5,63.5,36.5
Boar,Grimlock,36.5,63.5,36.5
Brown Bear,Giant Toad,63.5,36.5,36.5
Brown Bear,Grick,63.5,36.5,36.5
Brown Bear,Will-o'-Wisp,36.5,63.5,36.5
Bugbear,Gargoyle,63.5,36.5,36.5
Cat,Eagle,36.5,63.5,36.5
Centaur,Mimic,63.5,36.5,36.5
Centaur,Swarm of Quippers,63.5,36.5,36.5
Chuul,Otyugh,36.5,63.5,36.5
Cloaker,Red Dragon Wyrmling,36.5,63.5,36.5
Commoner,Sprite,63.5,36.5,36.5
Darkmantle,Deep Gnome (Svirfneblin),63.5,36.5,36.5
Darkmantle,Thug,36.5,63.5,36.5
Death Dog,Mage,63.5,36.5,36.5
Deep Gnome (Svirfneblin),Swarm of Rats,63.5,36.5,36.5
Dire Wolf,Giant Boar,63.5,36.5,36.5
Dire Wolf,Mummy,36.5,63.5,36.5
Drider,Sea Hag,63.5,36.5,36.5
Drider,"Wereboar, Boar Form",36.5,63.5,36.5
Drider,"Wereboar, Hybrid Form",36.5,63.5,36.5
Duergar,Ochre Jelly,36.5,63.5,36.5
Elk,Giant Frog,63.5,36.5,36.5
Ettin,Invisible Stalker,63.5,36.5,36.5
Flying Snake,Hyena,63.5,36.5,36.5
Ghoul,Hippogriff,63.5,36.5,36.5
Giant Centipede,Stirge,63.5,36.5,36.5
Giant Constrictor Snake,Spirit Naga,36.5,63.5,36.5
Giant Constrictor Snake,Unicorn,36.5,63.5,36.5
Giant Elk,Griffon,63.5,36.5,36.5
Giant Frog,Noble,63.5,36.5,36.5
Giant Hyena,Succubus/Incubus,36.5,63.5,36.5
Giant Octopus,Merrow,63.5,36.5,36.5
Giant Scorpion,Hell Hound,36.5,63.5,36.5
Giant Shark,Glabrezu,36.5,63.5,36.5
Giant Toad,Swarm of Poisonous Snakes,36.5,63.5,36.5
Giant Weasel,Grimlock,63.5,36.5,36.5
Giant Wolf Spider,Magmin,36.5,63.5,36.5
Gray Ooze,Imp,63.5,36.5,36.5
Grimlock,Hobgoblin,36.5,63.5,36.5
Hill Giant,Night Hag,63.5,36.5,36.5
Hippogriff,Mage,36.5,63.5,36.5
Homunculus,Lemure,36.5,63.5,36.5
Magmin,Panther,63.5,36.5,36.5
Mammoth,Roper,63.5,36.5,36.5
Manticore,"Wereboar, Human Form",36.5,63.5,36.5
Mummy Lord,Triceratops,36.5,63.5,36.5
Night Hag,Young Copper Dragon,36.5,63.5,36.5
Noble,Riding Horse,36.5,63.5,36.5
Orc,Shadow,63.5,36.5,36.5
Otyugh,Rakshasa,63.5,36.5,36.5
Skeleton,Zombie,63.5,36.5,36.5
Specter,Worg,36.5,63.5,36.5
Swarm of Beetles,Warhorse,63.5,36.5,36.5
Swarm of Centipedes,Warhorse,63.5,36.5,36.5
Swarm of Insects,Warhorse,63.5,36.5,36.5
Swarm of Rats,Swarm of Ravens,36.5,63.5,36.5
Swarm of Spiders,Warhorse,63.5,36.5,36.5
Swarm of Wasps,Warhorse,63.5,36.5,36.5
"Vampire, Bat Form","Werebear, Bear Form",36.5,63.5,36.5
"Vampire, Bat Form","Werebear, Hybrid Form",36.5,63.5,36.5
White Dragon Wyrmling,Will-o'-Wisp,36.5,63.5,36.5
Aboleth,Young Green Dragon,36.0,64.0,36.0
Animated Armor,Brown Bear,64.0,36.0,36.0
Ankheg,Bronze Dragon Wyrmling,64.0,36.0,36.0
Ape,Brass Dragon Wyrmling,36.0,64.0,36.0
Archmage,Griffon,36.0,64.0,36.0
Assassin,Drider,64.0,36.0,36.0
Assassin,Owlbear,36.0,64.0,36.0
Badger,Eagle,36.0,64.0,36.0
Badger,Jackal,64.0,36.0,36.0
Bandit,Imp,36.0,64.0,36.0
Bandit Captain,Rhinoceros,36.0,64.0,36.0
Basilisk,Giant Octopus,64.0,36.0,36.0
Berserker,Manticore,64.0,36.0,36.0
Black Bear,Giant Lizard,36.0,64.0,36.0
Black Bear,Wolf,64.0,36.0,36.0
Blink Dog,Giant Vulture,36.0,64.0,36.0
Blink Dog,Wolf,64.0,36.0,36.0
Brass Dragon Wyrmling,Giant Goat,64.0,36.0,36.0
Brass Dragon Wyrmling,Swarm of Ravens,64.0,36.0,36.0
Brown Bear,Duergar,64.0,36.0,36.0
Bugbear,Centaur,36.0,64.0,36.0
Camel,Giant Rat,64.0,36.0,36.0
Camel,Giant Rat (Diseased),64.0,36.0,36.0
Centaur,Griffon,36.0,64.0,36.0
Centaur,Hell Hound,64.0,36.0,36.0
Commoner,Poisonous Snake,64.0,36.0,36.0
Copper Dragon Wyrmling,Lion,64.0,36.0,36.0
Couatl,"Vampire, Bat Form",36.0,64.0,36.0
Crab,Raven,64.0,36.0,36.0
Crab,Spider,64.0,36.0,36.0
Crab,Stirge,36.0,64.0,36.0
Deep Gnome (Svirfneblin),Hobgoblin,64.0,36.0,36.0
Deva,"Vampire, Bat Form",36.0,64.0,36.0
Draft Horse,Rust Monster,64.0,36.0,36.0
Drider,Pegasus,36.0,64.0,36.0
Drider,Saber-Toothed Tiger,64.0,36.0,36.0
Duergar,Giant Eagle,64.0,36.0,36.0
Elk,Swarm of Bats,36.0,64.0,36.0
Gelatinous Cube,Griffon,64.0,36.0,36.0
Gelatinous Cube,Mummy,64.0,36.0,36.0
Giant Crab,Goblin,64.0,36.0,36.0
Giant Crocodile,Hezrou,36.0,64.0,36.0
Giant Lizard,Swarm of Ravens,36.0,64.0,36.0
Giant Octopus,Polar Bear,64.0,36.0,36.0
Giant Sea Horse,Priest,36.0,64.0,36.0
Giant Spider,Ochre Jelly,36.0,64.0,36.0
Giant Vulture,Hobgoblin,64.0,36.0,36.0
Gnoll,Thug,36.0,64.0,36.0
Goat,Mastiff,36.0,64.0,36.0
Goblin,Quasit,64.0,36.0,36.0
Gold Dragon Wyrmling,"Weretiger, Hybrid Form",36.0,64.0,36.0
Gold Dragon Wyrmling,"Weretiger, Tiger Form",36.0,64.0,36.0
Green Hag,Rakshasa,64.0,36.0,36.0
Harpy,Orc,64.0,36.0,36.0
Hill Giant,Young Copper Dragon,36.0,64.0,36.0
Hydra,Triceratops,36.0,64.0,36.0
Imp,Pony,64.0,36.0,36.0
Imp,Riding Horse,36.0,64.0,36.0
Kobold,Mastiff,64.0,36.0,36.0
Nightmare,Winter Wolf,64.0,36.0,36.0
Ochre Jelly,Worg,64.0,36.0,36.0
Otyugh,Xorn,36.0,64.0,36.0
Rust Monster,Satyr,36.0,64.0,36.0
Rust Monster,Warhorse,36.0,64.0,36.0
Shadow,Swarm of Beetles,36.0,64.0,36.0
Shadow,Swarm of Centipedes,36.0,64.0,36.0
Shadow,Swarm of Insects,36.0,64.0,36.0
Shadow,Swarm of Spiders,36.0,64.0,36.0
Shadow,Swarm of Wasps,36.0,64.0,36.0
Shield Guardian,Young Copper Dragon,36.0,64.0,36.0
Silver Dragon Wyrmling,"Weretiger, Human Form",36.0,64.0,36.0
"Vampire, Bat Form",Xorn,64.0,36.0,36.0
Vampire Spawn,"Weretiger, Human Form",36.0,64.0,36.0
Adult Gold Dragon,Remorhaz,35.5,64.5,35.5
Adult Red Dragon,Remorhaz,35.5,64.5,35.5
Air Elemental,Couatl,64.5,35.5,35.5
Animated Armor,Grick,64.5,35.5,35.5
Animated Armor,Wight,64.5,35.5,35.5
Axe Beak,Spy,35.5,64.5,35.5
Azer,Polar Bear,35.5,64.5,35.5
Bandit Captain,Blue Dragon Wyrmling,35.5,64.5,35.5
Berserker,Veteran,64.5,35.5,35.5
Blood Hawk,Giant Rat,64.5,35.5,35.5
Blood Hawk,Giant Rat (Diseased),64.5,35.5,35.5
Brass Dragon Wyrmling,Duergar,35.5,64.5,35.5
Bulette,Efreeti,35.5,64.5,35.5
Cat,Commoner,35.5,64.5,35.5
Centaur,Giant Boar,64.5,35.5,35.5
Cockatrice,Hobgoblin,35.5,64.5,35.5
Cult Fanatic,Deep Gnome (Svirfneblin),35.5,64.5,35.5
Deva,Otyugh,64.5,35.5,35.5
Dust Mephit,Gray Ooze,64.5,35.5,35.5
Dust Mephit,Magmin,64.5,35.5,35.5
Dust Mephit,Zombie,64.5,35.5,35.5
Elephant,"Vampire, Vampire Form",35.5,64.5,35.5
Elk,Gray Ooze,64.5,35.5,35.5
Elk,Zombie,64.5,35.5,35.5
Flying Sword,Swarm of Beetles,35.5,64.5,35.5
Flying Sword,Swarm of Centipedes,35.5,64.5,35.5
Flying Sword,Swarm of Insects,35.5,64.5,35.5
Flying Sword,Swarm of Spiders,35.5,64.5,35.5
Flying Sword,Swarm of Wasps,35.5,64.5,35.5
Giant Constrictor Snake,"Wereboar, Human Form",64.5,35.5,35.5
Giant Crab,Noble,64.5,35.5,35.5
Giant Crocodile,Triceratops,35.5,64.5,35.5
Giant Eagle,Grick,35.5,64.5,35.5
Giant Fire Beetle,Homunculus,35.5,64.5,35.5
Giant Frog,Pony,64.5,35.5,35.5
Giant Goat,Giant Owl,64.5,35.5,35.5
Giant Hyena,Green Dragon Wyrmling,64.5,35.5,35.5
Giant Octopus,Hell Hound,64.5,35.5,35.5
Giant Rat,Giant Rat (Diseased),64.5,35.5,35.5
Giant Shark,Mammoth,35.5,64.5,35.5
Giant Vulture,Swarm of Bats,64.5,35.5,35.5
Giant Wolf Spider,Magma Mephit,35.5,64.5,35.5
Giant Wolf Spider,Quasit,64.5,35.5,35.5
Gibbering Mouther,"Wereboar, Boar Form",64.5,35.5,35.5
Gibbering Mouther,"Wereboar, Hybrid Form",64.5,35.5,35.5
Gnoll,Orc,35.5,64.5,35.5
Goat,Vulture,64.5,35.5,35.5
Hunter Shark,Ogre,35.5,64.5,35.5
Hunter Shark,Vampire Spawn,35.5,64.5,35.5
Killer Whale,Night Hag,35.5,64.5,35.5
Knight,"Weretiger, Hybrid Form",35.5,64.5,35.5
Knight,"Weretiger, Tiger Form",35.5,64.5,35.5
Marilith,Young Blue Dragon,64.5,35.5,35.5
Mimic,Will-o'-Wisp,64.5,35.5,35.5
Mule,Noble,35.5,64.5,35.5
Pegasus,Unicorn,35.5,64.5,35.5
Priest,Swarm of Bats,35.5,64.5,35.5
Red Dragon Wyrmling,"Weretiger, Hybrid Form",64.5,35.5,35.5
Red Dragon Wyrmling,"Weretiger, Tiger Form",64.5,35.5,35.5
Scout,Skeleton,64.5,35.5,35.5
Silver Dragon Wyrmling,Veteran,64.5,35.5,35.5
Swarm of Beetles,"Wererat, Human Form",64.5,35.5,35.5
Swarm of Centipedes,"Wererat, Human Form",64.5,35.5,35.5
Swarm of Insects,"Wererat, Human Form",64.5,35.5,35.5
Swarm of Spiders,"Wererat, Human Form",64.5,35.5,35.5
Swarm of Wasps,"Wererat, Human Form",64.5,35.5,35.5
Tiger,Worg,64.5,35.5,35.5
Tyrannosaurus Rex,Young Gold Dragon,64.5,35.5,35.5
Tyrannosaurus Rex,Young Red Dragon,64.5,35.5,35.5
Warhorse,Wight,35.5,64.5,35.5
Warhorse Skeleton,"Werewolf, Hybrid Form",35.5,64.5,35.5
Warhorse Skeleton,"Werewolf, Wolf Form",35.5,64.5,35.5
"Werebear, Bear Form",Xorn,64.5,35.5,35.5
"Werebear, Hybrid Form",Xorn,64.5,35.5,35.5
"Wereboar, Human Form","Weretiger, Human Form",35.5,64.5,35.5
Acolyte,Hyena,65.0,35.0,35.0
Adult Bronze Dragon,Planetar,35.0,65.0,35.0
Bandit,Violet Fungus,65.0,35.0,35.0
Bandit Captain,Ghost,35.0,65.0,35.0
Berserker,"Weretiger, Human Form",35.0,65.0,35.0
Bone Devil,Young Copper Dragon,35.0,65.0,35.0
Brass Dragon Wyrmling,Flying Sword,65.0,35.0,35.0
Brass Dragon Wyrmling,Giant Bat,65.0,35.0,35.0
Brass Dragon Wyrmling,Lizardfolk,65.0,35.0,35.0
Brass Dragon Wyrmling,"Wererat, Hybrid Form",65.0,35.0,35.0
Brass Dragon Wyrmling,"Wererat, Rat Form",65.0,35.0,35.0
Bugbear,Swarm of Poisonous Snakes,65.0,35.0,35.0
Cat,Raven,65.0,35.0,35.0
Cat,Spider,65.0,35.0,35.0
Centaur,Dire Wolf,65.0,35.0,35.0
Centaur,Giant Elk,35.0,65.0,35.0
Centaur,Giant Scorpion,65.0,35.0,35.0
Chain Devil,Elephant,35.0,65.0,35.0
Constrictor Snake,Imp,65.0,35.0,35.0
Copper Dragon Wyrmling,Harpy,65.0,35.0,35.0
Copper Dragon Wyrmling,Swarm of Beetles,65.0,35.0,35.0
Copper Dragon Wyrmling,Swarm of Centipedes,65.0,35.0,35.0
Copper Dragon Wyrmling,Swarm of Insects,65.0,35.0,35.0
Copper Dragon Wyrmling,Swarm of Spiders,65.0,35.0,35.0
Copper Dragon Wyrmling,Swarm of Wasps,65.0,35.0,35.0
Crocodile,Giant Vulture,65.0,35.0,35.0
Crocodile,Swarm of Beetles,35.0,65.0,35.0
Crocodile,Swarm of Centipedes,35.0,65.0,35.0
Crocodile,Swarm of Insects,35.0,65.0,35.0
Crocodile,Swarm of Spiders,35.0,65.0,35.0
Crocodile,Swarm of Wasps,35.0,65.0,35.0
Crocodile,"Wererat, Human Form",35.0,65.0,35.0
Deep Gnome (Svirfneblin),Swarm of Bats,65.0,35.0,35.0
Deva,Erinyes,35.0,65.0,35.0
Dire Wolf,Will-o'-Wisp,65.0,35.0,35.0
Doppelganger,Hell Hound,65.0,35.0,35.0
Doppelganger,Mimic,65.0,35.0,35.0
Doppelganger,Sea Hag,35.0,65.0,35.0
Dretch,Imp,35.0,65.0,35.0
Dretch,Magmin,35.0,65.0,35.0
Drider,Giant Constrictor Snake,35.0,65.0,35.0
Gargoyle,Giant Scorpion,35.0,65.0,35.0
Giant Crab,Giant Poisonous Snake,35.0,65.0,35.0
Giant Fire Beetle,Poisonous Snake,65.0,35.0,35.0
Giant Octopus,Mimic,65.0,35.0,35.0
Giant Poisonous Snake,Gnoll,35.0,65.0,35.0
Giant Poisonous Snake,Lizardfolk,35.0,65.0,35.0
Giant Wasp,Imp,65.0,35.0,35.0
Gnoll,Swarm of Ravens,35.0,65.0,35.0
Gold Dragon Wyrmling,Plesiosaurus,35.0,65.0,35.0
Half-Red Dragon Veteran,Hunter Shark,65.0,35.0,35.0
Hezrou,Mummy Lord,65.0,35.0,35.0
Hippogriff,Specter,35.0,65.0,35.0
Homunculus,Mastiff,35.0,65.0,35.0
Hunter Shark,Veteran,65.0,35.0,35.0
Imp,Noble,65.0,35.0,35.0
Invisible Stalker,Salamander,35.0,65.0,35.0
Iron Golem,Roc,35.0,65.0,35.0
Minotaur,Oni,65.0,35.0,35.0
Minotaur,Salamander,65.0,35.0,35.0
Minotaur Skeleton,Oni,35.0,65.0,35.0
Night Hag,"Vampire, Vampire Form",65.0,35.0,35.0
Nightmare,Troll,65.0,35.0,35.0
Octopus,Sprite,65.0,35.0,35.0
Owlbear,Silver Dragon Wyrmling,65.0,35.0,35.0
Rat,Sprite,35.0,65.0,35.0
Rust Monster,Specter,35.0,65.0,35.0
Shadow,"Wererat, Human Form",35.0,65.0,35.0
Swarm of Ravens,"Wererat, Hybrid Form",65.0,35.0,35.0
Swarm of Ravens,"Wererat, Rat Form",65.0,35.0,35.0
Animated Armor,Ochre Jelly,65.5,34.5,34.5
Ankheg,Bugbear,65.5,34.5,34.5
Ankheg,Giant Elk,34.5,65.5,34.5
Ankheg,Saber-Toothed Tiger,34.5,65.5,34.5
Ape,Swarm of Rats,65.5,34.5,34.5
Ape,Thug,34.5,65.5,34.5
Axe Beak,Draft Horse,34.5,65.5,34.5
Axe Beak,Hippogriff,34.5,65.5,34.5
Badger,Deer,34.5,65.5,34.5
Bandit,Cultist,65.5,34.5,34.5
Basilisk,Centaur,65.5,34.5,34.5
Bearded Devil,Swarm of Poisonous Snakes,65.5,34.5,34.5
Black Bear,Constrictor Snake,65.5,34.5,34.5
Black Bear,Giant Wasp,65.5,34.5,34.5
Black Bear,Panther,65.5,34.5,34.5
Black Dragon Wyrmling,Bronze Dragon Wyrmling,34.5,65.5,34.5
Blink Dog,Deep Gnome (Svirfneblin),34.5,65.5,34.5
Blink Dog,Skeleton,65.5,34.5,34.5
Brass Dragon Wyrmling,Reef Shark,65.5,34.5,34.5
Brass Dragon Wyrmling,Shadow,65.5,34.5,34.5
Brown Bear,Phase Spider,65.5,34.5,34.5
Bugbear,"Werewolf, Hybrid Form",65.5,34.5,34.5
Bugbear,"Werewolf, Wolf Form",65.5,34.5,34.5
Centaur,Hunter Shark,34.5,65.5,34.5
Centaur,Succubus/Incubus,34.5,65.5,34.5
Chuul,Vrock,65.5,34.5,34.5
Cultist,Grimlock,34.5,65.5,34.5
Cultist,Noble,34.5,65.5,34.5
Death Dog,Satyr,65.5,34.5,34.5
Draft Horse,Giant Spider,34.5,65.5,34.5
Draft Horse,Specter,34.5,65.5,34.5
Dryad,Violet Fungus,65.5,34.5,34.5
Elephant,Otyugh,65.5,34.5,34.5
Erinyes,Night Hag,34.5,65.5,34.5
Gelatinous Cube,Giant Constrictor Snake,34.5,65.5,34.5
Gelatinous Cube,Silver Dragon Wyrmling,34.5,65.5,34.5
Ghost,Ogre Zombie,34.5,65.5,34.5
Ghost,Veteran,65.5,34.5,34.5
Ghoul,Hobgoblin,65.5,34.5,34.5
Giant Ape,Mammoth,65.5,34.5,34.5
Giant Boar,Griffon,34.5,65.5,34.5
Giant Crab,Grimlock,65.5,34.5,34.5
Giant Lizard,Rust Monster,34.5,65.5,34.5
Giant Owl,Giant Vulture,65.5,34.5,34.5
Giant Owl,"Wererat, Human Form",34.5,65.5,34.5
Giant Poisonous Snake,Riding Horse,65.5,34.5,34.5
Giant Sea Horse,Goblin,65.5,34.5,34.5
Giant Sea Horse,Pony,65.5,34.5,34.5
